chr1	999278	999279	AG	-
chr1	1014083	1014084	AG	+
chr1	1281228	1281229	AG	+
chr1	1281247	1281248	AG	+
chr1	1284002	1284003	AG	+
chr1	1291372	1291373	AG	+
chr1	1495680	1495681	AG	+
chr1	1759109	1759110	AG	-
chr1	1759199	1759200	AG	-
chr1	1759203	1759204	AG	-
chr1	1787343	1787344	AG	-
chr1	2502700	2502701	AG	+
chr1	2504185	2504186	AG	+
chr1	2504640	2504641	AG	+
chr1	2561719	2561720	AG	+
chr1	2561783	2561784	AG	+
chr1	2561784	2561785	AG	+
chr1	2561798	2561799	AG	+
chr1	2561799	2561800	AG	+
chr1	6424968	6424969	AG	+
chr1	8614652	8614653	AG	-
chr1	10629985	10629986	AG	+
chr1	10947762	10947763	AG	-
chr1	11658571	11658572	AG	+
chr1	12031800	12031801	AG	+
chr1	12401672	12401673	AG	+
chr1	15807584	15807585	AG	-
chr1	15932778	15932779	AG	+
chr1	15934353	15934354	AG	+
chr1	16026188	16026189	AG	+
chr1	16058554	16058555	AG	-
chr1	16971537	16971538	AG	+
chr1	17069157	17069158	AG	-
chr1	20342514	20342515	AG	+
chr1	20892710	20892711	AG	-
chr1	26345125	26345126	AG	-
chr1	26879728	26879729	AG	-
chr1	27012620	27012621	AG	-
chr1	27382591	27382592	AG	-
chr1	27879971	27879972	AG	+
chr1	27885308	27885309	AG	+
chr1	32247503	32247504	AG	+
chr1	32247517	32247518	AG	+
chr1	32247602	32247603	AG	+
chr1	32787019	32787020	AG	-
chr1	33270580	33270581	AG	+
chr1	35565622	35565623	AG	+
chr1	36098008	36098009	AG	-
chr1	36098270	36098271	AG	-
chr1	36098403	36098404	AG	-
chr1	36099110	36099111	AG	-
chr1	37718470	37718471	AG	-
chr1	43824882	43824883	AG	+
chr1	43971836	43971837	AG	+
chr1	43971841	43971842	AG	+
chr1	43971878	43971879	AG	+
chr1	43971918	43971919	AG	+
chr1	43992353	43992354	AG	+
chr1	45508803	45508804	AG	+
chr1	46035391	46035392	AG	+
chr1	47439331	47439332	AG	+
chr1	52905034	52905035	AG	-
chr1	53594417	53594418	AG	-
chr1	93154858	93154859	AG	-
chr1	101013727	101013728	AG	-
chr1	109713673	109713674	AG	+
chr1	109713681	109713682	AG	+
chr1	109713683	109713684	AG	+
chr1	109713737	109713738	AG	+
chr1	120005341	120005342	AG	-
chr1	148104586	148104587	AG	-
chr1	148104590	148104591	AG	-
chr1	149887324	149887325	AG	+
chr1	149887328	149887329	AG	+
chr1	149887658	149887659	AG	-
chr1	149887661	149887662	AG	-
chr1	150553843	150553844	AG	+
chr1	150579340	150579341	AG	-
chr1	150579352	150579353	AG	-
chr1	150579457	150579458	AG	-
chr1	151133232	151133233	AG	-
chr1	151133237	151133238	AG	-
chr1	151838738	151838739	AG	-
chr1	152911224	152911225	AG	+
chr1	153933662	153933663	AG	-
chr1	153933687	153933688	AG	-
chr1	155015316	155015317	AG	+
chr1	155181886	155181887	AG	+
chr1	155207808	155207809	AG	-
chr1	155309904	155309905	AG	+
chr1	155324451	155324452	AG	+
chr1	155482257	155482258	AG	-
chr1	156138499	156138500	AG	+
chr1	156479313	156479314	AG	-
chr1	156670560	156670561	AG	-
chr1	156734111	156734112	AG	+
chr1	156734116	156734117	AG	+
chr1	156910006	156910007	AG	+
chr1	159206136	159206137	AG	+
chr1	160332453	160332454	AG	-
chr1	160350196	160350197	AG	+
chr1	161047799	161047800	AG	-
chr1	161048088	161048089	AG	-
chr1	161048356	161048357	AG	-
chr1	177230022	177230023	AG	+
chr1	180190457	180190458	AG	+
chr1	183533297	183533298	AG	+
chr1	205659631	205659632	AG	-
chr1	220058873	220058874	AG	-
chr1	222991545	222991546	AG	+
chr1	228148427	228148428	AG	+
chr1	230978636	230978637	AG	-
chr1	230978657	230978658	AG	-
chr1	234608729	234608730	AG	-
chr1	246842706	246842707	AG	-
chr1	246842711	246842712	AG	-
chr1	247424458	247424459	AG	+
chr1	248847929	248847930	AG	+
chr10	3151277	3151278	AG	-
chr10	5915562	5915563	AG	+
chr10	31527008	31527009	AG	+
chr10	44977898	44977899	AG	-
chr10	46010264	46010265	AG	-
chr10	46549444	46549445	AG	-
chr10	46549671	46549672	AG	-
chr10	46549811	46549812	AG	-
chr10	48450456	48450457	AG	-
chr10	48822407	48822408	AG	+
chr10	62805422	62805423	AG	+
chr10	70145554	70145555	AG	-
chr10	71293923	71293924	AG	+
chr10	73763569	73763570	AG	+
chr10	75399243	75399244	AG	-
chr10	77819909	77819910	AG	-
chr10	97320083	97320084	AG	+
chr10	97334483	97334484	AG	-
chr10	97455629	97455630	AG	+
chr10	97664917	97664918	AG	+
chr10	97714381	97714382	AG	+
chr10	99330104	99330105	AG	+
chr10	100233314	100233315	AG	-
chr10	100983511	100983512	AG	+
chr10	101003713	101003714	AG	+
chr10	102400130	102400131	AG	+
chr10	102475823	102475824	AG	+
chr10	122210967	122210968	AG	+
chr10	124993307	124993308	AG	-
chr10	124993308	124993309	AG	-
chr10	132141956	132141957	AG	+
chr11	679697	679698	AG	-
chr11	722103	722104	AG	+
chr11	774039	774040	AG	-
chr11	2909283	2909284	AG	+
chr11	5269809	5269810	AG	-
chr11	6625464	6625465	AG	-
chr11	6632547	6632548	AG	-
chr11	8624948	8624949	AG	-
chr11	8640834	8640835	AG	-
chr11	18729696	18729697	AG	-
chr11	32435256	32435257	AG	-
chr11	45902591	45902592	AG	+
chr11	46366290	46366291	AG	+
chr11	46366297	46366298	AG	+
chr11	46366350	46366351	AG	+
chr11	46366419	46366420	AG	+
chr11	46366922	46366923	AG	+
chr11	46366947	46366948	AG	+
chr11	46873417	46873418	AG	-
chr11	47378329	47378330	AG	-
chr11	61007594	61007595	AG	+
chr11	61509835	61509836	AG	+
chr11	61957429	61957430	AG	+
chr11	61957443	61957444	AG	+
chr11	61957448	61957449	AG	+
chr11	62578784	62578785	AG	-
chr11	62613337	62613338	AG	+
chr11	63290401	63290402	AG	+
chr11	63290503	63290504	AG	+
chr11	63290506	63290507	AG	+
chr11	63818539	63818540	AG	+
chr11	64219582	64219583	AG	+
chr11	64307213	64307214	AG	+
chr11	64307219	64307220	AG	+
chr11	64307248	64307249	AG	+
chr11	64307330	64307331	AG	+
chr11	64307369	64307370	AG	+
chr11	64903621	64903622	AG	-
chr11	65045349	65045350	AG	-
chr11	65297200	65297201	AG	+
chr11	65547494	65547495	AG	-
chr11	65581686	65581687	AG	+
chr11	65583711	65583712	AG	+
chr11	65583727	65583728	AG	+
chr11	65583730	65583731	AG	+
chr11	65583739	65583740	AG	+
chr11	65583744	65583745	AG	+
chr11	65641119	65641120	AG	+
chr11	65777945	65777946	AG	-
chr11	66509112	66509113	AG	+
chr11	66625200	66625201	AG	+
chr11	67418842	67418843	AG	+
chr11	67495524	67495525	AG	-
chr11	72704215	72704216	AG	-
chr11	74701614	74701615	AG	-
chr11	74701618	74701619	AG	-
chr11	74701637	74701638	AG	-
chr11	75204453	75204454	AG	+
chr11	76403955	76403956	AG	+
chr11	76403976	76403977	AG	+
chr11	76403988	76403989	AG	+
chr11	76403994	76403995	AG	+
chr11	76403995	76403996	AG	+
chr11	76404000	76404001	AG	+
chr11	76404013	76404014	AG	+
chr11	76404014	76404015	AG	+
chr11	101129050	101129051	AG	-
chr11	105933967	105933968	AG	+
chr11	116849272	116849273	AG	-
chr11	117167490	117167491	AG	+
chr11	117315786	117315787	AG	-
chr11	124754243	124754244	AG	-
chr11	124987973	124987974	AG	+
chr11	131911481	131911482	AG	+
chr11	131911497	131911498	AG	+
chr11	131911515	131911516	AG	+
chr11	133919799	133919800	AG	-
chr12	171319	171320	AG	+
chr12	550976	550977	AG	+
chr12	4912575	4912576	AG	+
chr12	5981981	5981982	AG	-
chr12	6540556	6540557	AG	-
chr12	6638307	6638308	AG	-
chr12	6856416	6856417	AG	+
chr12	7096566	7096567	AG	-
chr12	19347004	19347005	AG	+
chr12	48345465	48345466	AG	-
chr12	48997890	48997891	AG	-
chr12	49104771	49104772	AG	-
chr12	49557769	49557770	AG	+
chr12	50081595	50081596	AG	+
chr12	50081596	50081597	AG	+
chr12	50081603	50081604	AG	+
chr12	50081608	50081609	AG	+
chr12	50081621	50081622	AG	+
chr12	50081632	50081633	AG	+
chr12	50081640	50081641	AG	+
chr12	52245500	52245501	AG	+
chr12	52473469	52473470	AG	-
chr12	53286053	53286054	AG	+
chr12	55990037	55990038	AG	+
chr12	56351330	56351331	AG	-
chr12	56782064	56782065	AG	+
chr12	57470513	57470514	AG	+
chr12	57470783	57470784	AG	+
chr12	57470840	57470841	AG	+
chr12	57470863	57470864	AG	+
chr12	57470934	57470935	AG	+
chr12	57471030	57471031	AG	+
chr12	57525529	57525530	AG	+
chr12	57625433	57625434	AG	+
chr12	68746721	68746722	AG	+
chr12	69257814	69257815	AG	+
chr12	108567923	108567924	AG	+
chr12	108567926	108567927	AG	+
chr12	111746148	111746149	AG	+
chr12	113320448	113320449	AG	-
chr12	119156672	119156673	AG	+
chr12	120215647	120215648	AG	-
chr12	122765319	122765320	AG	+
chr12	122981599	122981600	AG	+
chr12	122981653	122981654	AG	+
chr12	132736966	132736967	AG	-
chr12	132774162	132774163	AG	-
chr12	132774286	132774287	AG	-
chr12	133120291	133120292	AG	-
chr12	133120314	133120315	AG	-
chr12	133120321	133120322	AG	-
chr12	133120338	133120339	AG	-
chr12	133120349	133120350	AG	-
chr12	133120363	133120364	AG	-
chr12	133120367	133120368	AG	-
chr12	133120376	133120377	AG	-
chr12	133120393	133120394	AG	-
chr12	133120433	133120434	AG	-
chr12	133120446	133120447	AG	-
chr12	133120447	133120448	AG	-
chr12	133120451	133120452	AG	-
chr12	133120455	133120456	AG	-
chr12	133120460	133120461	AG	-
chr12	133120480	133120481	AG	-
chr12	133120531	133120532	AG	-
chr12	133120555	133120556	AG	-
chr12	133120601	133120602	AG	-
chr12	133120615	133120616	AG	-
chr12	133120631	133120632	AG	-
chr12	133120699	133120700	AG	-
chr12	133120703	133120704	AG	-
chr12	133120712	133120713	AG	-
chr12	133120783	133120784	AG	-
chr12	133120866	133120867	AG	-
chr12	133120937	133120938	AG	-
chr13	33017161	33017162	AG	+
chr13	40809555	40809556	AG	+
chr13	45516230	45516231	AG	+
chr13	45516234	45516235	AG	+
chr13	45516235	45516236	AG	+
chr13	77698240	77698241	AG	+
chr13	80337157	80337158	AG	-
chr13	100262755	100262756	AG	+
chr13	100262765	100262766	AG	+
chr13	100262785	100262786	AG	+
chr13	100262788	100262789	AG	+
chr13	100262789	100262790	AG	+
chr13	100262791	100262792	AG	+
chr13	100262794	100262795	AG	+
chr13	100262795	100262796	AG	+
chr13	100262796	100262797	AG	+
chr13	100262797	100262798	AG	+
chr13	100262801	100262802	AG	+
chr13	100262807	100262808	AG	+
chr13	100262808	100262809	AG	+
chr13	100262819	100262820	AG	+
chr13	100262821	100262822	AG	+
chr13	100262824	100262825	AG	+
chr13	100262825	100262826	AG	+
chr13	106567846	106567847	AG	-
chr13	110186430	110186431	AG	-
chr14	20452051	20452052	AG	-
chr14	21092344	21092345	AG	-
chr14	21092516	21092517	AG	-
chr14	21524303	21524304	AG	-
chr14	22877334	22877335	AG	+
chr14	23575759	23575760	AG	-
chr14	23575765	23575766	AG	-
chr14	23575771	23575772	AG	-
chr14	24066636	24066637	AG	+
chr14	24150270	24150271	AG	+
chr14	24331351	24331352	AG	-
chr14	24370200	24370201	AG	+
chr14	24414962	24414963	AG	+
chr14	24416756	24416757	AG	+
chr14	24429040	24429041	AG	-
chr14	26448308	26448309	AG	-
chr14	26448323	26448324	AG	-
chr14	26448438	26448439	AG	-
chr14	32735708	32735709	AG	+
chr14	50937762	50937763	AG	-
chr14	61083598	61083599	AG	+
chr14	61083609	61083610	AG	+
chr14	61083612	61083613	AG	+
chr14	61083617	61083618	AG	+
chr14	61083624	61083625	AG	+
chr14	61083627	61083628	AG	+
chr14	61083637	61083638	AG	+
chr14	61083688	61083689	AG	+
chr14	61083697	61083698	AG	+
chr14	67592649	67592650	AG	-
chr14	73279388	73279389	AG	-
chr14	73279407	73279408	AG	-
chr14	75980675	75980676	AG	-
chr14	88438247	88438248	AG	+
chr14	99510745	99510746	AG	+
chr14	99726245	99726246	AG	+
chr14	102348606	102348607	AG	-
chr14	104939849	104939850	AG	-
chr15	20534516	20534517	AG	-
chr15	20534520	20534521	AG	-
chr15	23644492	23644493	AG	-
chr15	23644577	23644578	AG	-
chr15	23644578	23644579	AG	-
chr15	23646138	23646139	AG	-
chr15	23646168	23646169	AG	-
chr15	23646573	23646574	AG	-
chr15	23646594	23646595	AG	-
chr15	29123518	29123519	AG	-
chr15	40335349	40335350	AG	-
chr15	40335490	40335491	AG	-
chr15	40335603	40335604	AG	-
chr15	40903087	40903088	AG	+
chr15	43534730	43534731	AG	-
chr15	43534910	43534911	AG	-
chr15	43535133	43535134	AG	-
chr15	45120609	45120610	AG	-
chr15	45120627	45120628	AG	-
chr15	45120638	45120639	AG	-
chr15	45120674	45120675	AG	-
chr15	45120692	45120693	AG	-
chr15	45120714	45120715	AG	-
chr15	45120715	45120716	AG	-
chr15	45120765	45120766	AG	-
chr15	45120768	45120769	AG	-
chr15	45120772	45120773	AG	-
chr15	48331689	48331690	AG	+
chr15	64974702	64974703	AG	-
chr15	65132980	65132981	AG	-
chr15	65132995	65132996	AG	-
chr15	65133062	65133063	AG	-
chr15	65133112	65133113	AG	-
chr15	65133347	65133348	AG	-
chr15	65133593	65133594	AG	-
